1,1,273.77,449.09,88.0,50.28,0.8,0,1
1,2,439.37,340.51,94.86,64.0,0.8,0,1
1,3,610.92,208.06,124.57,70.86,0.8,0,1
1,4,599.37,443.37,99.43,60.57,0.8,0,1
1,5,663.37,508.51,93.83,50.4,0.8,0,1
2,1,266.91,449.09,93.73,57.15,0.8,0,1
2,2,438.8,338.8,94.86,64.0,0.8,0,1
2,3,610.34,207.63,124.58,70.86,0.8,0,1
2,4,597.66,443.94,99.43,60.57,0.8,0,1
2,5,659.94,508.23,93.83,50.4,0.8,0,1
3,1,260.06,449.09,99.44,64.01,0.8,0,1
3,2,438.23,337.09,94.86,64.0,0.8,0,1
3,3,609.77,207.2,124.57,70.86,0.8,0,1
3,4,595.94,444.51,99.43,60.58,0.8,0,1
3,5,656.51,507.94,93.83,50.4,0.8,0,1
4,1,256.06,447.37,99.44,64.02,0.8,0,1
4,2,437.09,333.09,94.85,64.0,0.8,0,1
4,3,609.2,206.77,124.57,70.86,0.8,0,1
4,4,594.23,445.09,99.43,60.57,0.8,0,1
4,5,653.09,507.66,93.83,50.4,0.8,0,1
5,1,252.06,445.66,99.44,64.01,0.8,0,1
5,2,435.94,329.09,94.86,64.0,0.8,0,1
5,3,608.63,206.34,124.57,70.86,0.8,0,1
5,4,592.52,445.66,99.42,60.57,0.8,0,1
5,5,649.66,507.37,93.83,50.4,0.8,0,1
6,1,247.49,446.8,99.44,64.01,0.8,0,1
6,2,433.09,326.51,94.85,64.0,0.8,0,1
6,3,608.06,205.92,124.57,70.85,0.8,0,1
6,4,589.09,443.37,99.43,60.57,0.8,0,1
6,5,645.94,508.51,93.83,50.4,0.8,0,1
7,1,241.39,447.18,99.44,64.02,0.8,0,1
7,2,430.23,323.94,94.86,64.0,0.8,0,1
7,3,607.49,205.49,124.57,70.85,0.8,0,1
7,4,585.66,441.09,99.43,60.57,0.8,0,1
7,5,642.23,509.66,93.83,50.4,0.8,0,1
8,1,235.3,447.56,99.44,64.02,0.8,0,1
8,2,427.37,321.37,94.86,64.0,0.8,0,1
8,3,606.92,205.06,124.57,70.86,0.8,0,1
8,4,582.23,438.8,99.43,60.57,0.8,0,1
8,5,638.52,510.8,93.82,50.4,0.8,0,1
9,1,229.2,447.94,99.44,64.02,0.8,0,1
9,2,424.51,318.8,94.86,64.0,0.8,0,1
9,3,606.34,204.63,124.58,70.86,0.8,0,1
9,4,578.8,436.51,99.43,60.58,0.8,0,1
9,5,634.8,511.94,93.83,50.4,0.8,0,1
10,1,226.06,445.94,99.44,64.02,0.8,0,1
10,2,422.23,314.23,98.26,70.26,0.8,0,1
10,3,604.06,201.2,124.57,70.86,0.8,0,1
10,4,576.23,435.09,99.43,60.57,0.8,0,1
10,5,632.8,511.94,93.83,50.4,0.8,0,1
11,1,222.91,443.94,99.45,64.02,0.8,0,1
11,2,419.94,309.66,101.67,76.53,0.8,0,1
11,3,601.77,197.77,124.57,70.86,0.8,0,1
11,4,573.66,433.66,99.43,60.57,0.8,0,1
11,5,630.8,511.94,93.83,50.4,0.8,0,1
12,1,219.77,441.94,99.44,64.02,0.8,0,1
12,2,418.23,308.23,101.67,76.53,0.8,0,1
12,3,599.49,194.34,124.57,70.86,0.8,0,1
12,4,571.09,432.23,99.42,60.57,0.8,0,1
12,5,628.8,511.94,93.83,50.4,0.8,0,1
13,1,216.63,439.94,99.44,64.02,0.8,0,1
13,2,416.51,306.8,101.68,76.53,0.8,0,1
13,3,597.2,190.92,124.57,70.85,0.8,0,1
13,4,568.51,430.8,99.43,60.57,0.8,0,1
13,5,626.8,511.94,93.83,50.4,0.8,0,1
14,1,215.49,435.37,99.44,64.02,0.8,0,1
14,2,414.8,305.37,101.67,76.53,0.8,0,1
14,3,601.2,186.34,124.57,70.86,0.8,0,1
14,4,566.8,431.09,99.43,60.57,0.8,0,1
14,5,623.37,509.66,93.83,50.4,0.8,0,1
15,1,214.34,430.8,99.45,64.01,0.8,0,1
15,2,413.09,303.94,101.67,76.53,0.8,0,1
15,3,605.2,181.77,124.57,70.86,0.8,0,1
15,4,565.09,431.37,99.42,60.57,0.8,0,1
15,5,619.94,507.37,93.83,50.4,0.8,0,1
16,1,209.77,426.23,99.44,64.01,0.8,0,1
16,2,412.13,303.37,101.67,76.53,0.8,0,1
16,3,605.77,178.34,124.57,70.86,0.8,0,1
16,4,563.37,431.66,99.43,60.57,0.8,0,1
16,5,616.51,505.09,93.83,50.4,0.8,0,1
17,1,205.2,421.66,99.44,64.01,0.8,0,1
17,2,411.18,302.8,101.67,76.53,0.8,0,1
17,3,606.34,174.92,124.58,70.85,0.8,0,1
17,4,561.66,431.94,99.43,60.57,0.8,0,1
17,5,613.09,502.8,93.82,50.4,0.8,0,1
18,1,199.49,418.23,99.44,64.01,0.8,0,1
18,2,410.23,302.23,101.67,76.53,0.8,0,1
18,3,607.77,177.77,124.57,70.86,0.8,0,1
18,4,559.37,432.51,99.43,60.58,0.8,0,1
18,5,609.09,501.09,93.82,50.4,0.8,0,1
19,1,193.77,414.8,99.44,64.01,0.8,0,1
19,2,409.28,301.66,101.67,76.53,0.8,0,1
19,3,609.2,180.63,124.57,70.86,0.8,0,1
19,4,557.08,433.09,99.43,60.57,0.8,0,1
19,5,605.09,499.37,93.82,50.4,0.8,0,1
20,1,189.77,419.37,99.44,64.02,0.8,0,1
20,2,408.32,301.09,101.67,76.53,0.8,0,1
20,3,610.63,183.49,124.57,70.85,0.8,0,1
20,4,555.94,434.51,99.43,60.58,0.8,0,1
20,5,602.8,500.8,93.83,50.4,0.8,0,1
21,1,185.77,423.94,99.44,64.02,0.8,0,1
21,2,407.37,300.52,101.67,76.52,0.8,0,1
21,3,612.06,186.34,124.57,70.86,0.8,0,1
21,4,554.8,435.94,99.43,60.57,0.8,0,1
21,5,600.51,502.23,93.83,50.4,0.8,0,1
