1,1,273.77,449.09,88.0,50.28,0.8,0,1
1,2,439.37,340.51,94.86,64.0,0.8,0,1
1,3,610.92,208.06,124.57,70.86,0.8,0,1
1,4,599.37,443.37,99.43,60.57,0.8,0,1
1,5,663.37,508.51,93.83,50.4,0.8,0,1
2,1,266.91,449.09,93.73,57.15,0.8,0,1
2,2,438.8,338.8,94.86,64.0,0.8,0,1
2,3,610.34,207.63,124.58,70.86,0.8,0,1
2,4,597.66,443.94,99.43,60.57,0.8,0,1
2,5,659.94,508.23,93.83,50.4,0.8,0,1
10,1,226.06,445.94,99.44,64.02,0.8,0,1
10,2,422.23,314.23,98.26,70.26,0.8,0,1
10,3,604.06,201.2,124.57,70.86,0.8,0,1
10,4,576.23,435.09,99.43,60.57,0.8,0,1
10,5,632.8,511.94,93.83,50.4,0.8,0,1
11,1,222.91,443.94,99.45,64.02,0.8,0,1
11,2,419.94,309.66,101.67,76.53,0.8,0,1
11,3,601.77,197.77,124.57,70.86,0.8,0,1
11,4,573.66,433.66,99.43,60.57,0.8,0,1
11,5,630.8,511.94,93.83,50.4,0.8,0,1
12,1,219.77,441.94,99.44,64.02,0.8,0,1
12,2,418.23,308.23,101.67,76.53,0.8,0,1
12,3,599.49,194.34,124.57,70.86,0.8,0,1
12,4,571.09,432.23,99.42,60.57,0.8,0,1
12,5,628.8,511.94,93.83,50.4,0.8,0,1
13,1,216.63,439.94,99.44,64.02,0.8,0,1
13,2,416.51,306.8,101.68,76.53,0.8,0,1
13,3,597.2,190.92,124.57,70.85,0.8,0,1
13,4,568.51,430.8,99.43,60.57,0.8,0,1
13,5,626.8,511.94,93.83,50.4,0.8,0,1
14,1,215.49,435.37,99.44,64.02,0.8,0,1
14,2,414.8,305.37,101.67,76.53,0.8,0,1
14,3,601.2,186.34,124.57,70.86,0.8,0,1
14,4,566.8,431.09,99.43,60.57,0.8,0,1
14,5,623.37,509.66,93.83,50.4,0.8,0,1
15,1,214.34,430.8,99.45,64.01,0.8,0,1
15,2,413.09,303.94,101.67,76.53,0.8,0,1
15,3,605.2,181.77,124.57,70.86,0.8,0,1
15,4,565.09,431.37,99.42,60.57,0.8,0,1
15,5,619.94,507.37,93.83,50.4,0.8,0,1
16,1,209.77,426.23,99.44,64.01,0.8,0,1
16,2,412.13,303.37,101.67,76.53,0.8,0,1
16,3,605.77,178.34,124.57,70.86,0.8,0,1
16,4,563.37,431.66,99.43,60.57,0.8,0,1
16,5,616.51,505.09,93.83,50.4,0.8,0,1
17,1,205.2,421.66,99.44,64.01,0.8,0,1
17,2,411.18,302.8,101.67,76.53,0.8,0,1
17,3,606.34,174.92,124.58,70.85,0.8,0,1
17,4,561.66,431.94,99.43,60.57,0.8,0,1
17,5,613.09,502.8,93.82,50.4,0.8,0,1
18,1,199.49,418.23,99.44,64.01,0.8,0,1
18,2,410.23,302.23,101.67,76.53,0.8,0,1
18,3,607.77,177.77,124.57,70.86,0.8,0,1
18,4,559.37,432.51,99.43,60.58,0.8,0,1
18,5,609.09,501.09,93.82,50.4,0.8,0,1
19,1,193.77,414.8,99.44,64.01,0.8,0,1
19,2,409.28,301.66,101.67,76.53,0.8,0,1
19,3,609.2,180.63,124.57,70.86,0.8,0,1
19,4,557.08,433.09,99.43,60.57,0.8,0,1
19,5,605.09,499.37,93.82,50.4,0.8,0,1
20,1,189.77,419.37,99.44,64.02,0.8,0,1
20,2,408.32,301.09,101.67,76.53,0.8,0,1
20,3,610.63,183.49,124.57,70.85,0.8,0,1
20,4,555.94,434.51,99.43,60.58,0.8,0,1
20,5,602.8,500.8,93.83,50.4,0.8,0,1
100,1,100.92,217.87,133.64,113.2,0.8,0,1
100,2,423.75,180.47,115.35,102.47,0.8,0,1
100,3,736.86,131.53,165.47,119.9,0.8,0,1
100,4,489.63,421.28,137.17,90.28,0.8,0,1
100,5,480.51,533.66,125.75,93.77,0.8,0,1
101,1,101.77,216.44,133.64,113.2,0.8,0,1
101,2,423.37,180.47,117.63,105.13,0.8,0,1
101,3,740.1,131.53,162.23,119.9,0.8,0,1
101,4,489.63,427.75,137.17,90.29,0.8,0,1
101,5,479.66,533.66,125.74,93.77,0.8,0,1
102,1,102.63,215.01,133.64,113.2,0.8,0,1
102,2,421.09,178.19,127.87,117.74,0.8,0,1
102,3,738.39,126.96,162.22,119.9,0.8,0,1
102,4,489.63,434.23,137.17,90.28,0.8,0,1
102,5,478.8,533.66,125.74,93.77,0.8,0,1
103,1,103.49,213.59,133.64,113.2,0.8,0,1
103,2,422.23,182.19,127.87,117.74,0.8,0,1
103,3,736.67,122.39,162.23,119.9,0.8,0,1
103,4,489.63,431.94,137.17,90.29,0.8,0,1
103,5,477.94,533.66,125.75,93.77,0.8,0,1
104,1,104.34,212.16,133.65,113.2,0.8,0,1
104,2,423.37,186.19,127.87,117.74,0.8,0,1
104,3,740.1,120.1,162.23,119.9,0.8,0,1
104,4,489.63,429.66,137.17,90.28,0.8,0,1
104,5,477.09,533.66,125.74,93.77,0.8,0,1
105,1,105.2,210.73,133.64,113.2,0.8,0,1
105,2,423.37,186.19,137.03,130.31,0.8,0,1
105,3,743.53,117.82,162.23,119.89,0.8,0,1
105,4,489.63,427.37,137.17,90.29,0.8,0,1
105,5,473.09,530.23,125.74,93.77,0.8,0,1
106,1,106.06,209.3,133.64,113.2,0.8,0,1
106,2,424.32,185.43,137.03,130.31,0.8,0,1
106,3,749.24,117.82,171.46,136.98,0.8,0,1
106,4,489.63,425.09,137.17,90.28,0.8,0,1
106,5,469.09,526.8,125.74,93.77,0.8,0,1
107,1,106.92,207.87,133.64,113.2,0.8,0,1
107,2,425.28,184.67,137.02,130.31,0.8,0,1
107,3,749.24,117.82,175.46,142.68,0.8,0,1
107,4,489.63,422.8,137.17,90.29,0.8,0,1
107,5,469.64,524.5,125.76,96.07,0.8,0,1
